tf	score	n_a	n_b	n_shared	expected	replication_raw	replication
MEF2C	500	701	254	86	1.6235433573447615	0.2306322800948027	0.33432776482049403
GFI1B	500	511	510	397	2.3763107504331176	0.7776696980161928	0.7773941555662014
ASH1L	500	709	1032	566	6.671724263700192	0.6733785438602246	0.7963915095827758
ARID1A	500	1064	1581	566	15.338597611014864	0.44497807612009144	0.5251088684436253
HDAC6	500	132	124	92	0.14924774322968906	0.7194525904203324	0.7416245003207018
ASXL1	500	4550	3339	1261	138.52876812254948	0.32740041928721175	0.3507206128576853
MEIS1	500	229	5277	122	11.018810978389714	0.2779351441081136	0.5091319554670739
SOX2	500	591	300	140	1.6166681863773138	0.3517766497461929	0.4637770178800074
ZNF592	500	209	320	178	0.6098294884653962	0.7039623205741627	0.8512405843140086
PPARG	500	1183	1067	761	11.50962888665998	0.6782472087785332	0.7100873599848869
MTOR	500	1287	1417	934	16.628786359077232	0.6924288759151145	0.722128464334223
SPDEF	500	168	97	85	0.14859122823014498	0.6911205203730977	0.876098859560443
HAND1	500	577	1026	452	5.398030455001368	0.6119540136688728	0.7813163588300766
MGA	500	827	3043	577	22.946667274550926	0.44365902515377137	0.6890753513170691
ESR2	500	461	941	375	3.9555119905170057	0.6059806224513083	0.8118345100833694
E2F5	500	593	688	442	3.7201057718610375	0.6939022118514452	0.7437550449641839
CHD6	500	931	640	580	5.433026351782621	0.7646180182599356	0.9054473326037576
SFPQ	500	1685	51	25	0.7835780067475153	0.25251643684179903	0.4822410883138272
GTF3C2	500	788	69	61	0.49577824382237623	0.4807345692635916	0.883218876225266
BANP	500	2018	1488	1256	27.380176894319323	0.7332422178884661	0.8411633223581041
ZNF350	500	733	35	28	0.2339290599069937	0.41909959072305597	0.7986542680631924
NR2C1	500	1845	1587	1478	26.698413422084435	0.8662004805303252	0.9301417104631285
IRF2	500	657	468	383	2.8036473055530227	0.7006644421027983	0.8172814565125573
ZBTB49	500	26	2	1	0.0004741497218929516	0.2692307692307692	0.499881434460618
BATF	500	1013	1028	668	9.49543174979484	0.6546164453543621	0.6562048535548064
EHMT2	500	275	2247	209	5.6344032096288865	0.42650645304850915	0.7549798460292488
ARHGAP35	500	103	102	82	0.09579648035014134	0.8000190367409099	0.80373724233914
GFI1	500	283	259	174	0.6683413877997629	0.6433278306069825	0.6709656088741356
BACH1	500	228	606	121	1.2598522841251025	0.3651858606913323	0.5280941594248219
ZSCAN20	500	329	349	265	1.0469681772590498	0.7823917227684831	0.8048501041618908
FOXA3	500	800	0	0	0.0	0.0	0.0
AGO2	500	2052	7	2	0.13097474240904533	0.14334447229184072	0.27209468410754445
ETV1	500	820	1102	501	8.239627974833592	0.5328017794697003	0.6070268874986297
ZFP36	500	466	213	189	0.905060636454819	0.6464516714018014	0.8868431275540132
STAT2	500	1213	1478	958	16.347351144342117	0.7189753092066439	0.7869055817961437
TLX3	500	176	410	150	0.6579739217652959	0.6090631929046564	0.8517183781804869
WDR77	500	957	1123	721	9.799498495486459	0.6977131526522014	0.7508447265123461
NCOA1	500	787	1016	609	7.290890854381326	0.6866170496953447	0.7717097339095513
BRCA2	500	453	0	0	0.0	0.0	0.0
PRDM10	500	591	4444	569	23.948244734202607	0.5454063807395968	0.9612028359039506
BRD7	500	214	345	96	0.6732014224491657	0.36342950020316944	0.446858056339774
SIX4	500	141	238	138	0.3059906993708398	0.7792776685142142	0.9786771304982167
GATA6	500	871	454	356	3.6056715601349505	0.5964332859592245	0.7824128906341578
KLF17	500	664	495	407	2.9969909729187565	0.717587014725569	0.8211393052777931
SMAD3	500	1138	11736	953	121.77959332543084	0.4593186152771638	0.8179528783471441
PTF1A	500	85	1	1	0.0007750524300173247	0.5058823529411764	1.0
ZSCAN29	500	474	169	141	0.7304276465760919	0.5658939405287994	0.833600337788995
LDB1	500	556	372	27	1.88594875535698	0.06057089812021351	0.06785489813258344
RBBP5	500	1578	3439	1395	49.48246557855384	0.6448357965055276	0.8802761526257096
ZNF280B	500	154	388	121	0.5448345035105316	0.5487849779086893	0.7849534755429597
ZNF280D	500	216	54	4	0.10635542992614207	0.046296296296296294	0.07224682244325199
ZMYM3	500	627	889	316	5.082547642928787	0.4297214044416697	0.499933634566279
JMJD1C	500	678	673	292	4.160609100027354	0.4322783117902055	0.4303565172988146
SKI	500	292	3018	136	8.035524756086442	0.2554081901286346	0.45063550690274706
NFKB1	500	748	1960	687	13.368104312938817	0.6344797009712976	0.9169652170588781
MXD1	500	568	840	364	4.350506063645482	0.5370892018779343	0.6380729474707291
ZBTB48	500	963	793	582	6.963244278289413	0.66914159330277	0.7315647156903402
ZBTB10	500	309	251	146	0.7072034284672198	0.5270826080790109	0.5804913228096383
CBFB	500	2838	910	579	23.54864593781344	0.42014032479148755	0.6266010554519615
NOTCH1	500	773	9143	693	64.44368560226133	0.48615140291408365	0.8870943658613801
ZNF316	500	1127	0	0	0.0	0.0	0.0
BCLAF1	500	467	1053	376	4.48391538251117	0.5811071050185967	0.8032500857234857
FOXF1	500	73	111	41	0.07388529224035743	0.4655066024929039	0.5611997138715651
ZBTB9	500	341	496	258	1.5422266800401203	0.6383797653958945	0.755492416072124
HIC2	500	141	64	37	0.08228321327619222	0.42026817375886527	0.5775819075313388
NCOR2	500	231	88	77	0.18535606820461384	0.6041666666666666	0.8747361543873756
TP73	500	284	178	119	0.4609464757910094	0.5437767051748694	0.6676787510757185
MXI1	500	630	6858	582	39.39582383514179	0.504336957880265	0.9187272932750115
NR1H3	500	288	247	155	0.6486368195495578	0.582862404408457	0.6265496613769062
ZNF281	500	194	2023	174	3.5785720798759915	0.491459045716528	0.8949698034593597
PPARA	500	199	235	150	0.42641561046776694	0.6960333582807656	0.7532400890549518
SMAD2	500	1392	2326	184	29.52304185283122	0.10564483450450184	0.11337950137317689
TFDP1	500	224	5086	218	10.388109783897146	0.5080385231166789	0.9719116759187421
FOXC1	500	545	1722	406	8.557399471140695	0.4903632430819721	0.7408856047917057
AGO1	500	643	194	169	1.1374304732378955	0.5669822513668211	0.8703740178234485
SMARCC2	500	1059	797	640	7.696024436947205	0.703677506418664	0.8010905749106312
HES1	500	20	66	14	0.012036108324974924	0.45606060606060606	0.6998193496587716
TARDBP	500	573	301	211	1.5726543266162123	0.5346170125179014	0.6994262504728869
XRN2	500	142	82	67	0.10617306464849093	0.6444520783236001	0.8168360111948209
MAFG	500	283	319	252	0.8231695085255767	0.8402140079976074	0.8901398107491443
ERF	500	407	7	4	0.025977933801404212	0.2906282906282906	0.5698321611942875
PRDM1	500	405	565	314	2.086486732926051	0.6655304271823446	0.7741450782771835
PAX8	500	140	122	48	0.1557399471140695	0.36814988290398126	0.39266732821159855
ZIK1	500	53	17	12	0.008215555758183642	0.4661487236403996	0.7057401465745169
NCOR1	500	481	1522	308	6.675316859669919	0.4213489745684227	0.6352709311802407
KHSRP	500	120	91	78	0.09957144159751984	0.7535714285714286	0.8569863728238899
RARA	500	709	6501	454	42.02798395185557	0.3550869574367316	0.617675114001195
POU5F1	500	237	471	159	1.0178444424181636	0.504232846891881	0.6694665331126393
OTX2	500	773	1071	503	7.548855657882739	0.5601830210307495	0.6472668412664573
ETV5	500	628	2686	370	15.380760463207805	0.36346163878757987	0.578857496876728
PBX2	500	900	1274	879	10.455001367739582	0.8333097854526426	0.9763924253047468
ZNF407	500	708	1034	613	6.675225677031094	0.729331267962714	0.8645420731191062
MYBBP1A	500	1211	1551	1154	17.126479438314945	0.8484837836701076	0.9522562490763821
DNMT3A	500	61	513	39	0.28533783167684873	0.3576838270539737	0.6376493055498195
POU2AF2	500	704	87	66	0.5584754262788365	0.4261853448275862	0.757061202893405
ISL1	500	203	264	16	0.48866599799398197	0.0697118972981042	0.07659489321151955
ZHX3	500	24	61	19	0.0133491383240631	0.5515710382513661	0.7915507242410142
PHF21A	500	780	13	11	0.09245919576912556	0.4301282051282051	0.8450518165827193
MEF2A	500	232	12	12	0.02538524664903802	0.5258620689655172	1.0
VDR	500	539	1063	232	5.2243731193580745	0.32433847566222246	0.4248519704916228
ZBTB3	500	9	22	3	0.0018054162487462387	0.23484848484848483	0.33319957196361694
NBN	500	266	297	204	0.7203610832497492	0.7268929900508847	0.7662843622180263
HDAC3	500	590	190	109	1.022157381234613	0.3792149866190901	0.5713783220427306
NR5A2	500	329	37	0	0.11099662624236345	0.0	-0.003008935349045646
ZNF83	500	346	228	48	0.7193216011671377	0.1746273197444478	0.20802770711492058
HNRNPL	500	120	698	113	0.7637457828029544	0.5517788920725883	0.9412930232842688
SIRT6	500	25	6	5	0.0013677395823835142	0.5166666666666667	0.8332953319044796
TBX3	500	174	17	16	0.0269718245646029	0.5165652467883706	0.9410829941679311
PBX3	500	946	2587	897	22.315145436308928	0.6474683140862877	0.9469516039394784
HIC1	500	253	690	236	1.5917753259779337	0.6374176548089592	0.9323808915876068
SALL4	500	39	0	0	0.0	0.0	0.0
KDM3A	500	72	80	58	0.05252119996352694	0.7652777777777777	0.805413612353114
ZBED1	500	67	106	35	0.06475791009391811	0.4262883694733878	0.5219259839679337
ZNF331	500	301	751	280	2.0611926689158384	0.6515343882575171	0.9297515093892047
PCGF2	500	308	75	60	0.21063189568706117	0.4974025974025974	0.7994367330516998
IRF3	500	412	6278	327	23.584717789732835	0.4228879860941429	0.7811620605751923
ATF6	500	77	16	14	0.01123370110330993	0.5284090909090909	0.8749121750476764
TBXT	500	80	2	0	0.0014589222212090817	0.0	-0.0007299936125558901
DUX4	500	322	0	0	0.0	0.0	0.0
ZKSCAN1	500	176	159	113	0.2551654964894684	0.6763686392224129	0.710226791669352
ETV4	500	567	157	136	0.8116987325613203	0.5530504723710669	0.8655469082537619
KAT2B	500	90	61	46	0.05005926871523662	0.6326047358834244	0.7538963972724471
XRCC5	500	152	838	150	1.16144798030455	0.5829198593141565	0.9867407902474504
ZFP3	500	216	158	113	0.31118810978389716	0.6191690107829348	0.7146278200679876
ZNF589	500	74	51	45	0.03441232789276922	0.7452305246422893	0.8822735050441944
CPSF4	500	46	151	34	0.06333546092823926	0.482147998848258	0.7387707592528118
HOXB7	500	5	6	5	0.0002735479164767028	0.9166666666666667	1.0
ZNF580	500	175	264	18	0.42126379137412234	0.08551948051948052	0.10069230990204245
CREB3	500	19	59	18	0.010221573812346129	0.6262265834076717	0.9473400912029094
PRRX1	500	206	283	121	0.5315765478252941	0.5074702391162647	0.5863111296038888
MAF	500	87	461	64	0.365706209537704	0.43723040865684293	0.7345162176120594
BACH2	500	172	111	64	0.17408589404577368	0.47433479991619526	0.5759114609687223
CHD7	500	372	285	27	0.9667183368286678	0.08365874363327674	0.0916557436886696
HMBOX1	500	307	14	11	0.03919029816722896	0.41077245230339693	0.7851127503295056
HIVEP1	500	285	243	168	0.6314853651864685	0.6404158544509422	0.6905538654102594
ZSCAN4	500	388	419	353	1.4823743959150177	0.8761379573358266	0.9094478552037599
FUS	500	11	79	6	0.007923771313941825	0.3107019562715765	0.5451268808570048
HAND2	500	124	552	115	0.6241269262332452	0.5678763440860215	0.9270521879539699
IRF5	500	270	191	186	0.4702288684234522	0.8313554392088424	0.9737573820075232
RB1	500	469	193	131	0.8253578918573904	0.4790370869560414	0.6773767895708598
PCBP1	500	243	37	35	0.08198231056806785	0.5449894338783228	0.9458259103502051
ZNF768	500	454	3992	266	16.525649676301633	0.3262681751167533	0.570260519591848
XRCC6	500	42	162	10	0.0620406674569162	0.14991181657848324	0.23696811887629
SKIL	500	282	70	51	0.17999452904167046	0.4547112462006079	0.7278716913320342
CREB5	500	49	50	33	0.022339746512264065	0.666734693877551	0.6733204502381138
POLR3C	500	71	63	63	0.040785994346676395	0.943661971830986	1.0
MYOG	500	54	0	0	0.0	0.0	0.0
SNAPC4	500	52	45	39	0.021336737485182822	0.8083333333333333	0.8666034167138
LYL1	500	790	1142	648	8.22631530956506	0.6938393668669224	0.8183617550951093
EOMES	500	375	49	3	0.1675480988419805	0.03461224489795918	0.05800347496151121
EPAS1	500	206	1509	171	2.8344488009482993	0.4717085834507518	0.8277266997606858
ZNF792	500	82	47	38	0.03514178900337376	0.6359626362221069	0.8083673550217876
MBD5	500	367	73	56	0.2442874076775782	0.45985592176477175	0.766341371772999
HMGXB4	500	113	962	90	0.9912099936172153	0.44500763527312204	0.7946589727583938
PRMT1	500	21	4	3	0.000765934166134768	0.4464285714285714	0.7499521199463743
WT1	500	230	143	126	0.29989969909729186	0.7144724840377015	0.8808690395861448
ZNF12	500	92	181	74	0.1518373301723352	0.6065938025462407	0.8040243868055834
ARID3A	500	216	5	5	0.009847724993161302	0.5115740740740741	1.0
ELL2	500	397	498	293	1.802735479164767	0.6631943390691228	0.7368402837350181
NR4A1	500	215	34	24	0.06665450898148992	0.40875512995896035	0.7053046242479452
HMG20B	500	70	176	54	0.1123370110330993	0.5391233766233766	0.771061167082867
ZNF354C	500	7	1	1	6.382784717789733e-05	0.5714285714285714	1.0
ZNF507	500	313	0	0	0.0	0.0	0.0
ZNF644	500	162	137	92	0.20237074860946475	0.6197170406416148	0.6710469308111743
TAF7	500	88	828	56	0.6643931795386159	0.3519982433025911	0.6335973245622095
HNF1A	500	219	393	155	0.7847816175800127	0.5510822963505176	0.7067115645076566
CBX4	500	10	0	0	0.0	0.0	0.0
CDX2	500	52	24	18	0.011379593325430837	0.5480769230769231	0.7498814063383751
NFRKB	500	158	344	107	0.4955958785447251	0.4941308507506623	0.6761995305180627
MYNN	500	89	208	81	0.16879730099389076	0.6497677182368193	0.9099415548035859
PPP1R10	500	81	9	6	0.006647214370383879	0.37037037037037035	0.666420291574276
LEF1	500	290	196	102	0.5182821190845263	0.43606615059817033	0.5191366178945521
PDX1	500	224	243	131	0.4963253396553296	0.561958039388595	0.5838994587389637
RPA2	500	7	3	3	0.000191483541533692	0.7142857142857143	1.0
ASH2L	500	220	790	114	1.584754262788365	0.3312428078250863	0.5146858927259368
CBX1	500	64	266	27	0.1552293243366463	0.2616893796992481	0.42046937269204054
NKX2-5	500	103	7	7	0.006574268259323425	0.5339805825242718	1.0
NFATC2	500	137	60	55	0.07495212911461657	0.6590632603406326	0.9165624362825207
ZNF512	500	49	61	43	0.02725449074496216	0.7912345265975242	0.8774828746559431
TOP2B	500	151	185	30	0.2547187015592231	0.18041882942545195	0.1973214752875216
PHOX2B	500	113	109	62	0.11230965624145163	0.5587399529106114	0.5683625958855316
NR1D1	500	44	40	29	0.0160481444332999	0.6920454545454545	0.7248896247240618
ASXL3	500	96	345	90	0.30199689979027994	0.5991847826086957	0.9373027669791905
RYBP	500	155	31	28	0.04381325795568524	0.5419354838709677	0.9030888389129196
HSF2	500	157	56	52	0.08016777605543904	0.6298908098271155	0.9284690271605067
KLF13	500	147	7	7	0.009382693535150907	0.5238095238095238	1.0
ZNF660	500	85	11	7	0.008525576730190571	0.3593582887700535	0.6360815805082813
ZNF362	500	211	560	160	1.077414060362907	0.5220040622884224	0.7570532976634302
TAF15	500	44	59	38	0.023671013039117353	0.7538520801232665	0.8635629635711745
SUPT6H	500	170	822	89	1.2741861949484818	0.3159009589237155	0.5199311938504638
ZNF184	500	224	47	25	0.09599708215555758	0.3217610182370821	0.5309568772086575
SATB1	500	61	35	28	0.019467493389258687	0.6295081967213115	0.7998886952713737
ZNF800	500	66	178	52	0.10712136409227684	0.540006809669731	0.7875339446413132
ZNF34	500	74	67	65	0.04520835232971642	0.9242638160548609	0.9701290982947955
CCNT1	500	38	39	30	0.01351326707394912	0.7793522267206479	0.789398791832314
MEIS2	500	146	2219	30	2.954080423087444	0.10949952773988035	0.18907159083535113
ZNF7	500	176	126	84	0.20220661985957875	0.571969696969697	0.6661308686625143
MAU2	500	119	321	72	0.3483085620497857	0.4146705411136417	0.6038825959377158
GTF2I	500	410	445	299	1.6636272453724812	0.7005892025212387	0.7281652887025551
MLX	500	119	45	43	0.04882830309109146	0.6584500466853408	0.955507277685989
MEN1	500	50	2429	44	1.1074131485365186	0.44905722519555374	0.877282009679134
ZNF778	500	13	13	10	0.0015409865961520926	0.7692307692307693	0.7692034111961704
HMG20A	500	101	2	1	0.0018418893042764658	0.25495049504950495	0.4995391032135002
GATAD2B	500	50	56	8	0.02553113887115893	0.1514285714285714	0.15957085773715035
ZNF549	500	34	0	0	0.0	0.0	0.0
CHD4	500	57	104	29	0.05405306829579648	0.39380904183535764	0.5083056563519672
BRF1	500	45	100	42	0.04103218747150542	0.6766666666666666	0.9332724894283715
ZNF264	500	38	51	28	0.017671195404395004	0.6429308565531475	0.7367196716281896
MECP2	500	143	144	115	0.18776328986960883	0.8014034576534577	0.8039383693931473
NFE2L1	500	29	59	9	0.01560134950305462	0.2314436002337814	0.30997360886570974
ZBTB5	500	131	215	122	0.2568159022522112	0.7493697851943901	0.9311627595571536
THRB	500	12	241	0	0.026370019148354153	0.0	-0.002202341244094344
ZNF766	500	93	499	16	0.4231512719978116	0.10205356950460061	0.16825857589696266
MEF2D	500	212	299	132	0.577988510987508	0.5320565406701584	0.6216098814093557
MBD3	500	69	4788	27	3.0124190754080424	0.19847172278522393	0.36351659794899943
KLF16	500	301	500	134	1.3722987143247927	0.35659136212624587	0.4426416540145715
ZBTB7B	500	161	100	69	0.14680404850916384	0.5592857142857143	0.6895442383731017
DLX5	500	143	353	0	0.4602808425275827	0.0	-0.0032291409387377994
ZNF133	500	16	10	10	0.0014589222212090817	0.8125	1.0
CARM1	500	28	14	5	0.0035743594419622503	0.26785714285714285	0.3569786864783308
ZNF414	500	62	49	18	0.02770128567520744	0.32883475971033577	0.36698907721617224
DNMT3B	500	83	42	11	0.03178626789459287	0.19721744119334483	0.2613457366119635
ZKSCAN8	500	86	109	66	0.08547460563508708	0.6864732238105398	0.7672104931244631
ZNF311	500	15	6	0	0.0008206437494301085	0.0	-0.00013679266791299987
SIRT1	500	50	42	15	0.0191483541533692	0.32857142857142857	0.35684963640628664
BANF1	500	26	6	2	0.0014224491656788546	0.20512820512820512	0.33317524594749065
MCM3	500	49	17	12	0.007595513814169782	0.47539015606242496	0.7057508839278863
DLX6	500	136	42	27	0.052083523297164216	0.4206932773109244	0.6424137058551943
CIITA	500	48	0	0	0.0	0.0	0.0
ZNF547	500	162	43	37	0.0635178262058904	0.5444300890037324	0.8602586961895531
ZNF207	500	4	21	2	0.000765934166134768	0.2976190476190476	0.4999042398927486
ZNF785	500	11	24	11	0.002407221664994985	0.7291666666666666	1.0
LIG4	500	7	8	4	0.0005106227774231786	0.5357142857142857	0.5713973065288926
SSRP1	500	91	48	26	0.039828576639007934	0.41369047619047616	0.5412860432503795
SOX17	500	329	290	155	0.8699735570347406	0.5028036893407399	0.5330820473375133
KDM3B	500	17	0	0	0.0	0.0	0.0
TBX5	500	71	54	34	0.034959423725722624	0.5542514345331246	0.6293896977297373
ZNF532	500	12	13	10	0.0014224491656788546	0.8012820512820513	0.8333135747527898
STAT6	500	10	1	1	9.118263882556761e-05	0.55	1.0
DMC1	500	34	29	4	0.008990608188200966	0.127789046653144	0.13766369214239974
ZNF577	500	41	119	3	0.04448800948299444	0.04919040787046526	0.07216396150050172
ZNF239	500	29	0	0	0.0	0.0	0.0
MYRF	500	53	0	0	0.0	0.0	0.0
ZNF548	500	88	0	0	0.0	0.0	0.0
MSX2	500	14	37	8	0.004723260691164403	0.3938223938223938	0.5712839330180824
ZNF48	500	83	2092	47	1.5832588675116257	0.2943657997189523	0.5578304965385721
ZNF510	500	21	3	0	0.0005744506246010759	0.0	-0.00019152021450264024
IRF8	500	4	515	1	0.01878362359806693	0.12597087378640776	0.24646145389583618
