tf	pick	reason	rep_at_pick	n_assign_at_pick	n_assign_strict
TP63	500.0		0.6098712073590163	1891.0	1891.0
TP73	400.0		0.671494016963379	358.0	284.0
TRIM24	500.0		0.7241202190169042	1017.0	1017.0
TRIM28	200.0		0.801423860192315	6779.0	622.0
TRPS1	50.0		0.55822295697292	8195.0	175.0
TSHZ1		too few assignments			
TWIST1	250.0		0.7806118489172212	4972.0	1612.0
UBTF	500.0		0.6044090918215594	728.0	728.0
USF1	50.0		0.8708041781234211	13864.0	4251.0
USF2	400.0		0.913035851654958	4216.0	3631.0
VDR	50.0		0.5894295508521457	8816.0	539.0
VEZF1		too few assignments			
WDHD1		too few assignments			
WDR77	150.0		0.7793462592989867	6105.0	957.0
WRN		too few assignments			
WT1	500.0		0.8808690395861448	230.0	230.0
XBP1	500.0		0.8598358785940418	1242.0	1242.0
XRCC4	250.0		0.940924496197972	596.0	405.0
XRCC5	400.0		0.9927633775567706	280.0	152.0
XRCC6	50.0		0.7674022104688405	4683.0	42.0
XRN2	500.0		0.8168360111948209	142.0	142.0
YAP1	400.0		0.7981662127402064	1921.0	1351.0
YBX1		too few assignments			
YY1	500.0		0.8012402217639512	9848.0	9848.0
YY2	50.0		0.6471511585382224	2381.0	232.0
ZBED1	400.0		0.6389950386067834	86.0	67.0
ZBTB1		too few assignments			
ZBTB10	50.0		0.6147200743739442	4605.0	309.0
ZBTB11	500.0		0.9434475800523775	2001.0	2001.0
ZBTB12	400.0		0.7588922788823788	1189.0	911.0
ZBTB16		too few assignments			
ZBTB17	500.0		0.7873765837164921	1351.0	1351.0
ZBTB21	500.0		0.9395835386685858	751.0	751.0
ZBTB26	300.0		0.913723186130323	13830.0	11216.0
ZBTB3		too few assignments			
ZBTB33	400.0		0.8145486991640838	3200.0	2390.0
ZBTB4		too few assignments			
ZBTB40	500.0		0.9194690649448576	3259.0	3259.0
ZBTB44	500.0	peak below floor	0.0	136.0	136.0
ZBTB48	50.0		0.7562175975764805	15367.0	963.0
ZBTB49	500.0	peak below floor	0.499881434460618	26.0	26.0
ZBTB5	500.0		0.9311627595571536	131.0	131.0
ZBTB7A	150.0		0.7682567781592488	23936.0	7576.0
ZBTB7B	300.0		0.7502558675533316	818.0	161.0
ZBTB8A	500.0		0.7989895620777124	1928.0	1928.0
ZBTB9	400.0		0.7692937909641266	484.0	341.0
ZC3H8		too few assignments			
ZEB1	50.0		0.7528813662015861	11612.0	1442.0
ZEB2	500.0		0.8848554264737482	692.0	692.0
ZFP1		too few assignments			
ZFP3	400.0		0.7428558499180408	313.0	216.0
ZFP30		too few assignments			
ZFP36	300.0		0.9141106796221381	760.0	466.0
ZFP37	500.0	peak below floor	0.0	53.0	53.0
ZFP41		too few assignments			
ZFP64	50.0		0.8765593188107987	2995.0	527.0
ZFX	500.0		0.8394703245778591	9354.0	9354.0
ZFY	400.0		0.8465931307103693	8599.0	7145.0
ZHX1		too few assignments			
ZHX2	400.0		0.8421489389117722	4661.0	3598.0
ZHX3	500.0		0.7915507242410142	24.0	24.0
ZIC2	250.0		0.8441854583025573	6504.0	2570.0
ZIC5	250.0		0.9156615206377521	550.0	215.0
ZIK1	50.0		0.7785453131998207	6346.0	53.0
ZKSCAN1	500.0		0.710226791669352	176.0	176.0
ZKSCAN8	500.0		0.7672104931244631	86.0	86.0
ZMYM3	50.0		0.6560568139809344	11453.0	627.0
ZMYND11		too few assignments			
ZNF10	400.0		0.8427113138583098	184.0	121.0
ZNF101		too few assignments			
ZNF114		too few assignments			
ZNF12	500.0		0.8040243868055834	92.0	92.0
ZNF121	300.0		0.8823156796809958	223.0	88.0
ZNF133		too few assignments			
ZNF138	200.0	peak below floor	0.37203970573415296	517.0	28.0
ZNF140		too few assignments			
ZNF143	50.0		0.8506514582330751	16537.0	5897.0
ZNF175	500.0	peak below floor	0.0	75.0	75.0
ZNF184	500.0		0.5309568772086575	224.0	224.0
ZNF207		too few assignments			
ZNF217	50.0		0.865605496096431	13679.0	1959.0
ZNF221	400.0		0.8492647656278487	113.0	62.0
ZNF23		too few assignments			
ZNF239	500.0	peak below floor	0.0	29.0	29.0
ZNF24	500.0		0.8312379968817423	327.0	327.0
ZNF263	500.0		0.761346893815584	2660.0	2660.0
ZNF264	500.0		0.7367196716281896	38.0	38.0
ZNF274	100.0		0.6821296877722169	11198.0	190.0
ZNF280B	500.0		0.7849534755429597	154.0	154.0
ZNF280D	50.0		0.6141256498471295	2753.0	216.0
ZNF281	200.0		0.9069107972087393	842.0	194.0
ZNF3		too few assignments			
ZNF302		too few assignments			
ZNF311		too few assignments			
ZNF316	500.0	peak below floor	0.0	1127.0	1127.0
ZNF324		too few assignments			
ZNF331	250.0		0.9316977839749303	2483.0	301.0
ZNF34	300.0		0.9888779361863095	108.0	74.0
ZNF341	500.0		0.9819905921493958	2835.0	2835.0
ZNF350	400.0		0.8017652598453093	1567.0	733.0
ZNF354B		too few assignments			
ZNF354C		too few assignments			
ZNF362	500.0		0.7570532976634302	211.0	211.0
ZNF366	500.0		0.7258048349744106	821.0	821.0
ZNF382	400.0		1.0	397.0	176.0
ZNF384	250.0	peak below floor	0.4695083517763287	8767.0	3497.0
ZNF398		too few assignments			
ZNF407	200.0		0.8751853160330355	934.0	708.0
ZNF410		too few assignments			
ZNF414	50.0		0.6806001451443477	8796.0	62.0
ZNF416		too few assignments			
ZNF444	500.0		0.8696006697231325	634.0	634.0
ZNF449	500.0	peak below floor	0.0	374.0	374.0
ZNF48	250.0		0.6246139196612817	356.0	83.0
ZNF501	200.0		0.6723909455754736	2210.0	41.0
ZNF507	500.0	peak below floor	0.0	313.0	313.0
ZNF510	250.0	peak below floor	0.3116212453209167	140.0	21.0
ZNF512	500.0		0.8774828746559431	49.0	49.0
ZNF512B		too few assignments			
ZNF524		too few assignments			
ZNF530		too few assignments			
ZNF532		too few assignments			
ZNF547	500.0		0.8602586961895531	162.0	162.0
ZNF548	500.0	peak below floor	0.0	88.0	88.0
ZNF549	500.0	peak below floor	0.0	34.0	34.0
ZNF558		too few assignments			
ZNF561		too few assignments			
ZNF574	500.0		0.762354350619524	511.0	511.0
ZNF577	50.0	peak below floor	0.41238574309589765	199.0	41.0
ZNF580	50.0		0.6402680638483922	11095.0	175.0
ZNF589	500.0		0.8822735050441944	74.0	74.0
ZNF592	500.0		0.8512405843140086	209.0	209.0
ZNF593		too few assignments			
ZNF624		too few assignments			
ZNF629	500.0		0.808768579343751	1379.0	1379.0
ZNF639	50.0		0.6060406302974113	10905.0	2319.0
ZNF644	200.0		0.6935796898410179	1200.0	162.0
ZNF660	300.0		0.8565805304179526	430.0	85.0
ZNF687	500.0		0.7582288351612281	10816.0	10816.0
ZNF697	400.0		0.7776723511738453	322.0	228.0
ZNF7	50.0		0.7167258276974497	5798.0	176.0
ZNF707		too few assignments			
ZNF711	500.0		0.7818063892309804	4469.0	4469.0
ZNF740	400.0		0.7591027895751994	313.0	205.0
ZNF76	200.0		0.8024882100518133	2139.0	1193.0
ZNF766	50.0	peak below floor	0.49380839814655986	7944.0	93.0
ZNF768	200.0		0.5941355758037602	1432.0	454.0
ZNF770	50.0		0.545313384219025	10898.0	938.0
ZNF777	500.0		0.8008604991939103	1041.0	1041.0
ZNF778		too few assignments			
ZNF785		too few assignments			
ZNF792	500.0		0.8083673550217876	82.0	82.0
ZNF8	400.0		0.8749498294200281	44.0	25.0
ZNF800	400.0		0.7944484628860927	122.0	66.0
ZNF83	50.0		0.5165356859554943	8497.0	346.0
ZSCAN18		too few assignments			
ZSCAN20	500.0		0.8048501041618908	329.0	329.0
ZSCAN29	400.0		0.8544765539856907	635.0	474.0
ZSCAN30		too few assignments			
ZSCAN4	400.0		0.9191916436091382	460.0	388.0
ZSCAN5A		too few assignments			
ZSCAN5B		too few assignments			
ZZZ3	100.0		0.8395695779537327	5164.0	267.0
